"nbAct";"listAct";"crew_id"
6;"[20180810AF1358CDGRBA01,20180811AF1844CDGSVO01,20180810AF1597CMNCDG01,20180809AF1496CDGCMN01,20180812AF1745SVOCDG01,20180811AF1259RBACDG01]";"crew562"
6;"[20180810AF1228CDGBLQ01,20180812AF1497CMNCDG01,20180811AF1497CMNCDG01,20180810AF1229BLQCDG01,20180810AF1596CDGCMN01,20180811AF1596CDGCMN01]";"crew563"
1;"[20180810AF1532CDGATH01]";"crew564"
3;"[20180810AF1888CDGOTP01,20180811AF1854CDGALG01,20180811AF1089OTPCDG01]";"crew565"
3;"[20180805AF1197CMNCDG01,20180805AF1581LHRCDG01,20180805AF1196CDGCMN01]";"crew566"
2;"[20180807AF1138CDGVIE01,20180807AF1139VIECDG01]";"crew567"
2;"[20180808AF1138CDGVIE01,20180808AF1139VIECDG01]";"crew568"
2;"[20180805AF1395BUDCDG01,20180805AF1394CDGBUD01]";"crew569"
2;"[20180806AF1001MADCDG01,20180806AF1000CDGMAD01]";"crew570"
4;"[20180806AF7629BODCDG01,20180806AF7669MRSCDG01,20180806AF7624CDGBOD01,20180806AF7660CDGMRS01]";"crew571"
2;"[20180807AF1225LISCDG01,20180807AF1224CDGLIS01]";"crew572"
3;"[20180805AF1643GVACDG01,20180805AF7651LYSCDG01,20180805AF1642CDGGVA01]";"crew573"
3;"[20180805AF1300CDGMAD01,20180805AF1611HAMCDG01,20180805AF1301MADCDG01]";"crew574"
3;"[20180806AF7587FSCCDG01,20180806AF1243GVACDG01,20180806AF7586CDGFSC01]";"crew575"
3;"[20180807AF1063ARNCDG01,20180807AF1062CDGARN01,20180807AF7643LYSCDG01]";"crew576"
6;"[20180807AF1083PRGCDG01,20180806AF1229BLQCDG01,20180807AF1082CDGPRG01,20180807AF1497CMNCDG01,20180806AF1596CDGCMN01,20180806AF1228CDGBLQ01]";"crew577"
6;"[20180807AF1710CDGHAM01,20180807AF7517TLSCDG01,20180808AF1611HAMCDG01,20180808AF1831MXPCDG01,20180808AF1830CDGMXP01,20180807AF7516CDGTLS01]";"crew578"
4;"[20180808AF1147WAWCDG01,20180808AF1146CDGWAW01,20180807AF7705NCECDG01,20180808AF1401MADCDG01]";"crew579"
5;"[20180811AF1351CPHCDG01,20180811AF1301MADCDG01,20180810AF7669MRSCDG01,20180810AF1850CDGCPH01,20180810AF7660CDGMRS01]";"crew580"
4;"[20180810AF1300CDGMAD01,20180811AF1123MUCCDG01,20180810AF1301MADCDG01,20180810AF1822CDGMUC01]";"crew581"
6;"[20180810AF1147WAWCDG01,20180811AF7620CDGBOD01,20180811AF7737BESCDG01,20180811AF7625BODCDG01,20180810AF1146CDGWAW01,20180810AF7738CDGBES01]";"crew582"
1;"[20180804AF1132CDGATH01]";"crew583"
